Date,Price
2024-06-23,2513.5
2024-06-24,2503.0
2024-06-25,2496.0
2024-06-26,2512.0
2024-06-27,2492.5
2024-06-28,2524.5
2024-06-29,2524.5
2024-06-30,2524.5
2024-07-01,2524.5
2024-07-02,2524.5
2024-07-03,2524.5
2024-07-04,2524.5
2024-07-05,2524.5
2024-07-06,2524.5
2024-07-07,2524.5
2024-07-08,2524.5
2024-07-09,2524.5
2024-07-10,2524.5
2024-07-11,2524.5
2024-07-12,2524.5
2024-07-13,2524.5
2024-07-14,2524.5
2024-07-15,2461.5
2024-07-16,2406.0
2024-07-17,2402.0
2024-07-18,2385.0
2024-07-19,2351.5
2024-07-20,2351.5
2024-07-21,2351.5
2024-07-22,2299.5
2024-07-23,2295.0
2024-07-24,2300.5
2024-07-25,2270.5
2024-07-26,2289.0
2024-07-27,2289.0
2024-07-28,2289.0
2024-07-29,2250.5
2024-07-30,2224.5
2024-07-31,2290.5
2024-08-01,2290.5
2024-08-02,2290.5
2024-08-03,2290.5
2024-08-04,2290.5
2024-08-05,2290.5
2024-08-06,2290.5
2024-08-07,2290.5
2024-08-08,2290.5
2024-08-09,2290.5
2024-08-10,2290.5
2024-08-11,2290.5
2024-08-12,2290.5
2024-08-13,2332.0
2024-08-14,2335.5
2024-08-15,2363.5
2024-08-16,2365.5
2024-08-17,2365.5
2024-08-18,2365.5
2024-08-19,2445.5
2024-08-20,2502.0
2024-08-21,2487.0
2024-08-22,2480.0
2024-08-23,2542.0
2024-08-24,2542.0
2024-08-25,2542.0
2024-08-26,2542.0
2024-08-27,2549.5
2024-08-28,2496.0
2024-08-29,2457.5
2024-08-30,2447.0
2024-08-31,2447.0
2024-09-01,2447.0
2024-09-02,2447.0
2024-09-03,2447.0
2024-09-04,2447.0
2024-09-05,2447.0
2024-09-06,2447.0
2024-09-07,2447.0
2024-09-08,2447.0
2024-09-09,2447.0
2024-09-10,2447.0
2024-09-11,2447.0
2024-09-12,2447.0
2024-09-13,2471.0
2024-09-14,2471.0
2024-09-15,2471.0
2024-09-16,2528.5
2024-09-17,2524.0
2024-09-18,2536.5
2024-09-19,2539.5
2024-09-20,2485.0
2024-09-21,2485.0
2024-09-22,2485.0
2024-09-23,2494.5
2024-09-24,2556.0
2024-09-25,2538.5
2024-09-26,2611.5
2024-09-27,2646.5
2024-09-28,2646.5
2024-09-29,2646.5
2024-09-30,2611.5
2024-10-01,2611.5
2024-10-02,2611.5
2024-10-03,2611.5
2024-10-04,2611.5
2024-10-05,2611.5
2024-10-06,2611.5
2024-10-07,2611.5
2024-10-08,2611.5
2024-10-09,2611.5
2024-10-10,2611.5
2024-10-11,2611.5
2024-10-12,2611.5
2024-10-13,2611.5
2024-10-14,2594.0
2024-10-15,2570.5
2024-10-16,2584.0
2024-10-17,2553.5
2024-10-18,2612.0
2024-10-19,2612.0
2024-10-20,2612.0
2024-10-21,2595.5
2024-10-22,2633.5
2024-10-23,2669.5
2024-10-24,2650.0
2024-10-25,2677.5
2024-10-26,2677.5
2024-10-27,2677.5
2024-10-28,2645.5
2024-10-29,2659.0
2024-10-30,2616.0
2024-10-31,2617.5
2024-11-01,2617.5
2024-11-02,2617.5
2024-11-03,2617.5
2024-11-04,2617.5
2024-11-05,2617.5
2024-11-06,2617.5
2024-11-07,2617.5
2024-11-08,2617.5
2024-11-09,2617.5
2024-11-10,2617.5
2024-11-11,2617.5
2024-11-12,2617.5
2024-11-13,2530.5
2024-11-14,2516.5
2024-11-15,2649.5
2024-11-16,2649.5
2024-11-17,2649.5
2024-11-18,2607.5
2024-11-19,2644.5
2024-11-20,2644.0
2024-11-21,2631.5
2024-11-22,2624.0
2024-11-23,2624.0
2024-11-24,2624.0
2024-11-25,2652.0
2024-11-26,2612.5
2024-11-27,2595.5
2024-11-28,2599.0
2024-11-29,2594.0
2024-11-30,2594.0
2024-12-01,2594.0
2024-12-02,2594.0
2024-12-03,2594.0
2024-12-04,2594.0
2024-12-05,2594.0
2024-12-06,2594.0
2024-12-07,2594.0
2024-12-08,2594.0
2024-12-09,2594.0
2024-12-10,2594.0
2024-12-11,2594.0
2024-12-12,2594.0
2024-12-13,2605.0
2024-12-14,2605.0
2024-12-15,2605.0
2024-12-16,2566.5
2024-12-17,2542.5
2024-12-18,2528.5
2024-12-19,2507.0
2024-12-20,2534.5
2024-12-21,2534.5
2024-12-22,2534.5
2024-12-23,2527.0
2024-12-24,2565.0
2024-12-25,2565.0
2024-12-26,2565.0
2024-12-27,2558.0
2024-12-28,2558.0
2024-12-29,2558.0
2024-12-30,2551.0
2024-12-31,2551.5
2025-01-01,2551.5
2025-01-02,2551.5
2025-01-03,2551.5
2025-01-04,2551.5
2025-01-05,2551.5
2025-01-06,2551.5
2025-01-07,2551.5
2025-01-08,2551.5
2025-01-09,2551.5
2025-01-10,2551.5
2025-01-11,2551.5
2025-01-12,2551.5
2025-01-13,2578.5
2025-01-14,2560.0
2025-01-15,2601.5
2025-01-16,2635.0
2025-01-17,2682.0
2025-01-18,2682.0
2025-01-19,2682.0
2025-01-20,2691.0
2025-01-21,2652.0
2025-01-22,2635.0
2025-01-23,2631.0
2025-01-24,2637.0
2025-01-25,2637.0
2025-01-26,2637.0
2025-01-27,2612.0
2025-01-28,2576.55
2025-01-29,2621.95
2025-01-30,2617.45
2025-01-31,2595.3
2025-02-01,2595.3
2025-02-02,2595.3
2025-02-03,2595.3
2025-02-04,2595.3
2025-02-05,2595.3
2025-02-06,2595.3
2025-02-07,2595.3
2025-02-08,2595.3
2025-02-09,2595.3
2025-02-10,2595.3
2025-02-11,2595.3
2025-02-12,2595.3
2025-02-13,2610.65
2025-02-14,2638.95
2025-02-15,2638.95
2025-02-16,2638.95
2025-02-17,2650.15
2025-02-18,2670.45
2025-02-19,2683.9
2025-02-20,2728.8
2025-02-21,2675.1
2025-02-22,2675.1
2025-02-23,2675.1
2025-02-24,2656.3
2025-02-25,2639.75
2025-02-26,2632.3
2025-02-27,2636.0
2025-02-28,2608.05
2025-03-01,2608.05
2025-03-02,2608.05
2025-03-03,2608.05
2025-03-04,2608.05
2025-03-05,2608.05
2025-03-06,2608.05
2025-03-07,2608.05
2025-03-08,2608.05
2025-03-09,2608.05
2025-03-10,2608.05
2025-03-11,2608.05
2025-03-12,2608.05
2025-03-13,2608.05
